event_id,date,journey_id,step_name,step_type,callers_entered,callers_completed,drop_off_callers,no_match_callers,no_input_callers,transferred_callers,avg_step_seconds
EVT05148,2026-04-26,JRN007,Self-service resolution,Automation,1090,964,114,11,1,12,107
EVT05149,2026-04-26,JRN007,Agent transfer,Routing,964,838,111,10,1,15,130
EVT05150,2026-04-26,JRN008,Greeting and language,Menu,2050,1956,67,15,94,27,38
EVT05151,2026-04-26,JRN008,Intent capture,Speech recognition,1956,1730,196,117,52,30,70
EVT05152,2026-04-26,JRN008,Eligibility or account lookup,Integration,1730,1542,162,14,11,26,99
EVT05153,2026-04-26,JRN008,Self-service resolution,Automation,1542,1427,106,9,2,9,95
EVT05154,2026-04-26,JRN008,Agent transfer,Routing,1427,1293,113,10,9,21,117
EVT05155,2026-04-26,JRN009,Greeting and language,Menu,1925,1839,74,14,91,12,42
EVT05156,2026-04-26,JRN009,Caller authentication,Authentication,1839,1706,88,12,10,45,52
EVT05157,2026-04-26,JRN009,Intent capture,Speech recognition,1706,1506,161,68,84,39,62
EVT05158,2026-04-26,JRN009,Eligibility or account lookup,Integration,1506,1352,124,13,1,30,103
EVT05159,2026-04-26,JRN009,Self-service resolution,Automation,1352,1254,85,7,6,13,112
EVT05160,2026-04-26,JRN009,Agent transfer,Routing,1254,1117,128,2,9,9,130
EVT05161,2026-04-26,JRN010,Greeting and language,Menu,1371,1332,33,14,58,6,38
EVT05162,2026-04-26,JRN010,Intent capture,Speech recognition,1332,1189,139,71,34,4,65
EVT05163,2026-04-26,JRN010,Eligibility or account lookup,Integration,1189,1069,97,8,10,23,75
EVT05164,2026-04-26,JRN010,Self-service resolution,Automation,1069,978,85,11,8,6,120
EVT05165,2026-04-26,JRN010,Agent transfer,Routing,978,896,78,2,7,4,126
EVT05166,2026-04-26,JRN011,Greeting and language,Menu,2631,2516,86,25,108,29,23
EVT05167,2026-04-26,JRN011,Caller authentication,Authentication,2516,2404,98,18,18,14,48
EVT05168,2026-04-26,JRN011,Intent capture,Speech recognition,2404,2126,244,138,80,34,77
EVT05169,2026-04-26,JRN011,Eligibility or account lookup,Integration,2126,1863,215,21,2,48,93
EVT05170,2026-04-26,JRN011,Self-service resolution,Automation,1863,1700,146,9,12,17,108
EVT05171,2026-04-26,JRN011,Agent transfer,Routing,1700,1515,158,12,6,27,142
EVT05172,2026-04-26,JRN012,Greeting and language,Menu,1645,1575,29,12,77,41,40
EVT05173,2026-04-26,JRN012,Caller authentication,Authentication,1575,1475,72,18,9,28,38
EVT05174,2026-04-26,JRN012,Intent capture,Speech recognition,1475,1292,147,49,54,36,78
EVT05175,2026-04-26,JRN012,Eligibility or account lookup,Integration,1292,1126,136,3,5,30,109
EVT05176,2026-04-26,JRN012,Self-service resolution,Automation,1126,1029,78,11,4,19,118
EVT05177,2026-04-26,JRN012,Agent transfer,Routing,1029,907,102,6,1,20,122
EVT05178,2026-04-26,JRN013,Greeting and language,Menu,2275,2109,116,26,78,50,54
EVT05179,2026-04-26,JRN013,Caller authentication,Authentication,2109,1940,137,15,18,32,59
EVT05180,2026-04-26,JRN013,Intent capture,Speech recognition,1940,1674,233,116,59,33,59
EVT05181,2026-04-26,JRN013,Eligibility or account lookup,Integration,1674,1431,228,8,8,15,92
EVT05182,2026-04-26,JRN013,Self-service resolution,Automation,1431,1286,130,6,3,15,109
EVT05183,2026-04-26,JRN013,Agent transfer,Routing,1286,1117,148,8,7,21,119
EVT05184,2026-04-26,JRN014,Greeting and language,Menu,3144,3036,70,15,151,38,38
EVT05185,2026-04-26,JRN014,Intent capture,Speech recognition,3036,2656,307,112,94,73,66
EVT05186,2026-04-26,JRN014,Eligibility or account lookup,Integration,2656,2394,221,31,4,41,98
EVT05187,2026-04-26,JRN014,Self-service resolution,Automation,2394,2215,151,8,18,28,114
EVT05188,2026-04-26,JRN014,Agent transfer,Routing,2215,1955,217,26,10,43,147
EVT05189,2026-04-26,JRN015,Greeting and language,Menu,781,754,22,6,36,5,25
EVT05190,2026-04-26,JRN015,Caller authentication,Authentication,754,716,30,3,4,8,49
EVT05191,2026-04-26,JRN015,Intent capture,Speech recognition,716,647,64,39,20,5,75
EVT05192,2026-04-26,JRN015,Eligibility or account lookup,Integration,647,571,62,2,2,14,80
EVT05193,2026-04-26,JRN015,Self-service resolution,Automation,571,510,48,4,2,13,111
EVT05194,2026-04-26,JRN015,Agent transfer,Routing,510,458,40,3,4,12,131
EVT05195,2026-04-26,JRN016,Greeting and language,Menu,1325,1254,53,5,44,18,35
EVT05196,2026-04-26,JRN016,Intent capture,Speech recognition,1254,1135,107,57,35,12,81
EVT05197,2026-04-26,JRN016,Eligibility or account lookup,Integration,1135,1016,110,10,2,9,89
EVT05198,2026-04-26,JRN016,Self-service resolution,Automation,1016,928,68,5,7,20,106
EVT05199,2026-04-26,JRN016,Agent transfer,Routing,928,822,92,4,4,14,112
EVT05200,2026-04-26,JRN017,Greeting and language,Menu,2556,2440,61,5,108,55,30
EVT05201,2026-04-26,JRN017,Intent capture,Speech recognition,2440,2167,238,178,77,35,78
EVT05202,2026-04-26,JRN017,Eligibility or account lookup,Integration,2167,1923,206,10,10,38,95
EVT05203,2026-04-26,JRN017,Self-service resolution,Automation,1923,1772,138,10,8,13,116
EVT05204,2026-04-26,JRN017,Agent transfer,Routing,1772,1598,139,16,8,35,132
EVT05205,2026-04-26,JRN018,Greeting and language,Menu,1495,1419,48,15,72,28,26
EVT05206,2026-04-26,JRN018,Caller authentication,Authentication,1419,1360,51,10,10,8,59
EVT05207,2026-04-26,JRN018,Intent capture,Speech recognition,1360,1237,117,55,57,6,64
EVT05208,2026-04-26,JRN018,Eligibility or account lookup,Integration,1237,1085,126,3,4,26,95
EVT05209,2026-04-26,JRN018,Self-service resolution,Automation,1085,978,86,7,1,21,116
EVT05210,2026-04-26,JRN018,Agent transfer,Routing,978,871,95,10,8,12,117
EVT05211,2026-04-26,JRN019,Greeting and language,Menu,3220,2961,220,23,135,39,27
EVT05212,2026-04-26,JRN019,Caller authentication,Authentication,2961,2660,228,8,26,73,45
EVT05213,2026-04-26,JRN019,Intent capture,Speech recognition,2660,2264,339,179,111,57,67
EVT05214,2026-04-26,JRN019,Eligibility or account lookup,Integration,2264,1971,259,8,19,34,105
EVT05215,2026-04-26,JRN019,Self-service resolution,Automation,1971,1702,221,16,14,48,109
EVT05216,2026-04-26,JRN019,Agent transfer,Routing,1702,1461,219,10,12,22,128
EVT05217,2026-04-26,JRN020,Greeting and language,Menu,789,754,28,5,34,7,33
EVT05218,2026-04-26,JRN020,Caller authentication,Authentication,754,716,33,8,1,5,56
EVT05219,2026-04-26,JRN020,Intent capture,Speech recognition,716,644,58,51,29,14,74
EVT05220,2026-04-26,JRN020,Eligibility or account lookup,Integration,644,573,62,6,1,9,76
EVT05221,2026-04-26,JRN020,Self-service resolution,Automation,573,519,47,1,2,7,94
EVT05222,2026-04-26,JRN020,Agent transfer,Routing,519,468,43,5,2,8,123
EVT05223,2026-04-26,JRN021,Greeting and language,Menu,3022,2907,63,8,147,52,25
EVT05224,2026-04-26,JRN021,Caller authentication,Authentication,2907,2772,118,20,6,17,37
EVT05225,2026-04-26,JRN021,Intent capture,Speech recognition,2772,2452,270,172,67,50,86
EVT05226,2026-04-26,JRN021,Eligibility or account lookup,Integration,2452,2178,224,14,12,50,91
EVT05227,2026-04-26,JRN021,Self-service resolution,Automation,2178,1968,175,18,8,35,103
EVT05228,2026-04-26,JRN021,Agent transfer,Routing,1968,1773,182,16,8,13,120
EVT05229,2026-04-26,JRN022,Greeting and language,Menu,2405,2323,58,12,66,24,24
EVT05230,2026-04-26,JRN022,Intent capture,Speech recognition,2323,2036,231,150,55,56,69
EVT05231,2026-04-26,JRN022,Eligibility or account lookup,Integration,2036,1798,190,14,14,48,91
EVT05232,2026-04-26,JRN022,Self-service resolution,Automation,1798,1668,114,19,8,16,100
EVT05233,2026-04-26,JRN022,Agent transfer,Routing,1668,1490,159,18,4,19,129
EVT05234,2026-04-26,JRN023,Greeting and language,Menu,1268,1214,35,8,41,19,27
EVT05235,2026-04-26,JRN023,Caller authentication,Authentication,1214,1149,58,4,9,7,52
EVT05236,2026-04-26,JRN023,Intent capture,Speech recognition,1149,1028,98,47,40,23,65
EVT05237,2026-04-26,JRN023,Eligibility or account lookup,Integration,1028,899,105,4,5,24,66
EVT05238,2026-04-26,JRN023,Self-service resolution,Automation,899,808,75,2,5,16,95
EVT05239,2026-04-26,JRN023,Agent transfer,Routing,808,741,64,8,5,3,128
EVT05240,2026-04-26,JRN024,Greeting and language,Menu,940,860,67,4,41,13,29
EVT05241,2026-04-26,JRN024,Intent capture,Speech recognition,860,731,116,34,33,13,74
EVT05242,2026-04-26,JRN024,Eligibility or account lookup,Integration,731,638,89,6,2,4,90
EVT05243,2026-04-26,JRN024,Self-service resolution,Automation,638,576,59,7,5,3,114
EVT05244,2026-04-26,JRN024,Agent transfer,Routing,576,502,70,3,2,4,135
EVT05245,2026-04-26,JRN025,Greeting and language,Menu,3522,3286,165,24,94,71,38
EVT05246,2026-04-26,JRN025,Caller authentication,Authentication,3286,3084,182,12,9,20,59
EVT05247,2026-04-26,JRN025,Intent capture,Speech recognition,3084,2638,396,209,116,50,64
EVT05248,2026-04-26,JRN025,Eligibility or account lookup,Integration,2638,2320,295,16,3,23,87
EVT05249,2026-04-26,JRN025,Self-service resolution,Automation,2320,2026,242,24,3,52,112
EVT05250,2026-04-26,JRN025,Agent transfer,Routing,2026,1765,214,15,5,47,146
EVT05251,2026-04-26,JRN026,Greeting and language,Menu,3085,2979,46,24,141,60,41
EVT05252,2026-04-26,JRN026,Caller authentication,Authentication,2979,2838,131,10,15,10,56
EVT05253,2026-04-26,JRN026,Intent capture,Speech recognition,2838,2577,251,144,70,10,56
EVT05254,2026-04-26,JRN026,Eligibility or account lookup,Integration,2577,2302,267,7,14,8,84
EVT05255,2026-04-26,JRN026,Self-service resolution,Automation,2302,2076,200,21,9,26,113
EVT05256,2026-04-26,JRN026,Agent transfer,Routing,2076,1853,176,23,10,47,124
EVT05257,2026-04-26,JRN027,Greeting and language,Menu,3790,3618,81,9,161,91,43
EVT05258,2026-04-26,JRN027,Caller authentication,Authentication,3618,3462,91,33,29,65,58
EVT05259,2026-04-26,JRN027,Intent capture,Speech recognition,3462,3071,308,142,85,83,67
EVT05260,2026-04-26,JRN027,Eligibility or account lookup,Integration,3071,2757,301,19,11,13,85
EVT05261,2026-04-26,JRN027,Self-service resolution,Automation,2757,2557,190,31,13,10,124
EVT05262,2026-04-26,JRN027,Agent transfer,Routing,2557,2242,255,22,19,60,133
EVT05263,2026-04-26,JRN028,Greeting and language,Menu,3022,2960,50,23,107,12,41
EVT05264,2026-04-26,JRN028,Intent capture,Speech recognition,2960,2627,325,191,93,8,64
EVT05265,2026-04-26,JRN028,Eligibility or account lookup,Integration,2627,2361,226,22,6,40,87
EVT05266,2026-04-26,JRN028,Self-service resolution,Automation,2361,2174,160,18,6,27,102
EVT05267,2026-04-26,JRN028,Agent transfer,Routing,2174,1944,201,15,18,29,132
EVT05268,2026-04-26,JRN029,Greeting and language,Menu,1980,1914,60,21,48,6,35
EVT05269,2026-04-26,JRN029,Caller authentication,Authentication,1914,1837,70,16,9,7,46
EVT05270,2026-04-26,JRN029,Intent capture,Speech recognition,1837,1638,189,92,55,10,71
EVT05271,2026-04-26,JRN029,Eligibility or account lookup,Integration,1638,1440,166,3,9,32,91
EVT05272,2026-04-26,JRN029,Self-service resolution,Automation,1440,1294,126,8,11,20,104
EVT05273,2026-04-26,JRN029,Agent transfer,Routing,1294,1181,105,13,4,8,117
EVT05274,2026-04-26,JRN030,Greeting and language,Menu,3547,3303,221,28,98,23,36
EVT05275,2026-04-26,JRN030,Intent capture,Speech recognition,3303,2877,379,238,88,47,72
EVT05276,2026-04-26,JRN030,Eligibility or account lookup,Integration,2877,2466,372,30,5,39,90
EVT05277,2026-04-26,JRN030,Self-service resolution,Automation,2466,2159,250,16,9,57,109
EVT05278,2026-04-26,JRN030,Agent transfer,Routing,2159,1889,247,23,10,23,110
EVT05279,2026-04-27,JRN001,Greeting and language,Menu,3337,3046,232,28,137,59,35
EVT05280,2026-04-27,JRN001,Caller authentication,Authentication,3046,2774,250,25,9,22,46
EVT05281,2026-04-27,JRN001,Intent capture,Speech recognition,2774,2386,346,189,129,42,66
EVT05282,2026-04-27,JRN001,Eligibility or account lookup,Integration,2386,2070,309,16,20,7,95
EVT05283,2026-04-27,JRN001,Self-service resolution,Automation,2070,1776,248,15,10,46,106
EVT05284,2026-04-27,JRN001,Agent transfer,Routing,1776,1535,227,10,11,14,115
EVT05285,2026-04-27,JRN002,Greeting and language,Menu,997,958,15,4,27,24,39
EVT05286,2026-04-27,JRN002,Intent capture,Speech recognition,958,851,98,53,33,9,65
EVT05287,2026-04-27,JRN002,Eligibility or account lookup,Integration,851,771,71,9,3,9,101
EVT05288,2026-04-27,JRN002,Self-service resolution,Automation,771,721,48,2,4,2,110
EVT05289,2026-04-27,JRN002,Agent transfer,Routing,721,655,61,5,2,5,121
EVT05290,2026-04-27,JRN003,Greeting and language,Menu,824,770,41,8,34,13,37
EVT05291,2026-04-27,JRN003,Intent capture,Speech recognition,770,672,87,49,18,11,82
EVT05292,2026-04-27,JRN003,Eligibility or account lookup,Integration,672,594,75,3,4,3,88
EVT05293,2026-04-27,JRN003,Self-service resolution,Automation,594,532,61,2,1,1,98
EVT05294,2026-04-27,JRN003,Agent transfer,Routing,532,472,59,3,3,1,131
EVT05295,2026-04-27,JRN004,Greeting and language,Menu,3528,3327,185,39,145,16,33
EVT05296,2026-04-27,JRN004,Caller authentication,Authentication,3327,3026,225,39,17,76,56
EVT05297,2026-04-27,JRN004,Intent capture,Speech recognition,3026,2630,370,211,111,26,79
EVT05298,2026-04-27,JRN004,Eligibility or account lookup,Integration,2630,2220,358,17,3,52,92
EVT05299,2026-04-27,JRN004,Self-service resolution,Automation,2220,1986,219,8,4,15,113
EVT05300,2026-04-27,JRN004,Agent transfer,Routing,1986,1736,240,12,12,10,141
EVT05301,2026-04-27,JRN005,Greeting and language,Menu,622,591,24,4,27,7,13
EVT05302,2026-04-27,JRN005,Caller authentication,Authentication,591,562,26,3,5,3,67
EVT05303,2026-04-27,JRN005,Intent capture,Speech recognition,562,498,52,27,24,12,77
EVT05304,2026-04-27,JRN005,Eligibility or account lookup,Integration,498,435,53,2,2,10,85
EVT05305,2026-04-27,JRN005,Self-service resolution,Automation,435,400,27,2,1,8,114
EVT05306,2026-04-27,JRN005,Agent transfer,Routing,400,367,30,4,3,3,133
EVT05307,2026-04-27,JRN006,Greeting and language,Menu,1209,1146,36,9,40,27,41
EVT05308,2026-04-27,JRN006,Caller authentication,Authentication,1146,1096,34,7,1,16,45
EVT05309,2026-04-27,JRN006,Intent capture,Speech recognition,1096,977,110,69,29,9,69
EVT05310,2026-04-27,JRN006,Eligibility or account lookup,Integration,977,859,95,3,2,23,86
EVT05311,2026-04-27,JRN006,Self-service resolution,Automation,859,782,69,7,6,8,100
EVT05312,2026-04-27,JRN006,Agent transfer,Routing,782,686,79,8,4,17,125
EVT05313,2026-04-27,JRN007,Greeting and language,Menu,2073,1900,122,8,82,51,35
EVT05314,2026-04-27,JRN007,Caller authentication,Authentication,1900,1748,106,20,4,46,36
EVT05315,2026-04-27,JRN007,Intent capture,Speech recognition,1748,1501,234,95,78,13,73
EVT05316,2026-04-27,JRN007,Eligibility or account lookup,Integration,1501,1282,201,7,2,18,77
EVT05317,2026-04-27,JRN007,Self-service resolution,Automation,1282,1123,139,11,10,20,112
EVT05318,2026-04-27,JRN007,Agent transfer,Routing,1123,962,137,10,4,24,136
EVT05319,2026-04-27,JRN008,Greeting and language,Menu,1906,1834,26,10,69,46,34
EVT05320,2026-04-27,JRN008,Intent capture,Speech recognition,1834,1602,189,62,64,43,64
EVT05321,2026-04-27,JRN008,Eligibility or account lookup,Integration,1602,1411,171,17,4,20,86
EVT05322,2026-04-27,JRN008,Self-service resolution,Automation,1411,1266,113,6,10,32,112
EVT05323,2026-04-27,JRN008,Agent transfer,Routing,1266,1147,104,12,5,15,122
EVT05324,2026-04-27,JRN009,Greeting and language,Menu,2338,2236,74,17,67,28,38
EVT05325,2026-04-27,JRN009,Caller authentication,Authentication,2236,2126,67,10,6,43,60
EVT05326,2026-04-27,JRN009,Intent capture,Speech recognition,2126,1907,186,143,85,33,79
EVT05327,2026-04-27,JRN009,Eligibility or account lookup,Integration,1907,1727,170,9,14,10,90
EVT05328,2026-04-27,JRN009,Self-service resolution,Automation,1727,1562,153,4,4,12,116
EVT05329,2026-04-27,JRN009,Agent transfer,Routing,1562,1387,144,6,13,31,123
EVT05330,2026-04-27,JRN010,Greeting and language,Menu,1467,1419,43,12,63,5,39
EVT05331,2026-04-27,JRN010,Intent capture,Speech recognition,1419,1281,131,87,37,7,73
EVT05332,2026-04-27,JRN010,Eligibility or account lookup,Integration,1281,1163,108,13,5,10,86
EVT05333,2026-04-27,JRN010,Self-service resolution,Automation,1163,1067,79,10,5,17,129
EVT05334,2026-04-27,JRN010,Agent transfer,Routing,1067,966,94,4,3,7,137
EVT05335,2026-04-27,JRN011,Greeting and language,Menu,2497,2426,41,15,96,30,26
EVT05336,2026-04-27,JRN011,Caller authentication,Authentication,2426,2334,65,22,7,27,54
EVT05337,2026-04-27,JRN011,Intent capture,Speech recognition,2334,2082,205,120,85,47,70
EVT05338,2026-04-27,JRN011,Eligibility or account lookup,Integration,2082,1864,174,11,4,44,87
EVT05339,2026-04-27,JRN011,Self-service resolution,Automation,1864,1655,165,19,8,44,116
EVT05340,2026-04-27,JRN011,Agent transfer,Routing,1655,1502,130,14,11,23,126
EVT05341,2026-04-27,JRN012,Greeting and language,Menu,1702,1655,42,11,72,5,40
EVT05342,2026-04-27,JRN012,Caller authentication,Authentication,1655,1575,71,7,4,9,45
EVT05343,2026-04-27,JRN012,Intent capture,Speech recognition,1575,1382,154,75,58,39,78
EVT05344,2026-04-27,JRN012,Eligibility or account lookup,Integration,1382,1227,124,9,12,31,95
EVT05345,2026-04-27,JRN012,Self-service resolution,Automation,1227,1101,104,5,1,22,129
EVT05346,2026-04-27,JRN012,Agent transfer,Routing,1101,997,84,5,4,20,133
EVT05347,2026-04-27,JRN013,Greeting and language,Menu,2298,2145,128,15,70,25,29
EVT05348,2026-04-27,JRN013,Caller authentication,Authentication,2145,1926,177,21,9,42,48
EVT05349,2026-04-27,JRN013,Intent capture,Speech recognition,1926,1687,230,78,50,9,74
EVT05350,2026-04-27,JRN013,Eligibility or account lookup,Integration,1687,1452,203,5,3,32,64
EVT05351,2026-04-27,JRN013,Self-service resolution,Automation,1452,1278,145,3,4,29,106
EVT05352,2026-04-27,JRN013,Agent transfer,Routing,1278,1103,156,12,3,19,124
EVT05353,2026-04-27,JRN014,Greeting and language,Menu,2861,2744,79,13,82,38,13
EVT05354,2026-04-27,JRN014,Intent capture,Speech recognition,2744,2410,270,101,128,64,63
EVT05355,2026-04-27,JRN014,Eligibility or account lookup,Integration,2410,2151,219,7,15,40,96
EVT05356,2026-04-27,JRN014,Self-service resolution,Automation,2151,1998,137,5,8,16,97
EVT05357,2026-04-27,JRN014,Agent transfer,Routing,1998,1802,180,11,10,16,132
EVT05358,2026-04-27,JRN015,Greeting and language,Menu,794,769,19,2,20,6,30
EVT05359,2026-04-27,JRN015,Caller authentication,Authentication,769,732,35,7,3,2,52
EVT05360,2026-04-27,JRN015,Intent capture,Speech recognition,732,652,71,33,36,9,61
EVT05361,2026-04-27,JRN015,Eligibility or account lookup,Integration,652,586,55,4,0,11,97
EVT05362,2026-04-27,JRN015,Self-service resolution,Automation,586,544,40,1,2,2,98
EVT05363,2026-04-27,JRN015,Agent transfer,Routing,544,490,46,4,3,8,126
EVT05364,2026-04-27,JRN016,Greeting and language,Menu,1537,1440,63,18,67,34,28
EVT05365,2026-04-27,JRN016,Intent capture,Speech recognition,1440,1257,159,93,64,24,65
EVT05366,2026-04-27,JRN016,Eligibility or account lookup,Integration,1257,1113,118,5,4,26,90
EVT05367,2026-04-27,JRN016,Self-service resolution,Automation,1113,1006,81,7,2,26,110
EVT05368,2026-04-27,JRN016,Agent transfer,Routing,1006,923,78,5,5,5,126
EVT05369,2026-04-27,JRN017,Greeting and language,Menu,2447,2310,90,21,108,47,27
EVT05370,2026-04-27,JRN017,Intent capture,Speech recognition,2310,2073,205,81,97,32,83
EVT05371,2026-04-27,JRN017,Eligibility or account lookup,Integration,2073,1879,176,14,18,18,93
EVT05372,2026-04-27,JRN017,Self-service resolution,Automation,1879,1663,170,19,10,46,109
EVT05373,2026-04-27,JRN017,Agent transfer,Routing,1663,1452,170,18,3,41,137
EVT05374,2026-04-27,JRN018,Greeting and language,Menu,1589,1537,34,10,58,18,41
EVT05375,2026-04-27,JRN018,Caller authentication,Authentication,1537,1466,48,9,9,23,50
EVT05376,2026-04-27,JRN018,Intent capture,Speech recognition,1466,1318,129,95,65,19,63
EVT05377,2026-04-27,JRN018,Eligibility or account lookup,Integration,1318,1192,117,11,11,9,99
EVT05378,2026-04-27,JRN018,Self-service resolution,Automation,1192,1079,95,10,5,18,101
EVT05379,2026-04-27,JRN018,Agent transfer,Routing,1079,972,97,6,7,10,125
EVT05380,2026-04-27,JRN019,Greeting and language,Menu,2553,2394,129,10,120,30,30
EVT05381,2026-04-27,JRN019,Caller authentication,Authentication,2394,2181,165,24,9,48,41
EVT05382,2026-04-27,JRN019,Intent capture,Speech recognition,2181,1856,303,116,72,22,59
EVT05383,2026-04-27,JRN019,Eligibility or account lookup,Integration,1856,1578,248,10,3,30,94
EVT05384,2026-04-27,JRN019,Self-service resolution,Automation,1578,1366,189,11,6,23,103
EVT05385,2026-04-27,JRN019,Agent transfer,Routing,1366,1168,178,5,4,20,115
EVT05386,2026-04-27,JRN020,Greeting and language,Menu,898,858,32,9,30,8,32
EVT05387,2026-04-27,JRN020,Caller authentication,Authentication,858,812,28,4,2,18,44
EVT05388,2026-04-27,JRN020,Intent capture,Speech recognition,812,737,70,58,36,5,79
EVT05389,2026-04-27,JRN020,Eligibility or account lookup,Integration,737,656,64,8,4,17,102
EVT05390,2026-04-27,JRN020,Self-service resolution,Automation,656,595,54,7,2,7,102
EVT05391,2026-04-27,JRN020,Agent transfer,Routing,595,526,57,4,0,12,114
EVT05392,2026-04-27,JRN021,Greeting and language,Menu,3211,3063,133,16,118,15,40
EVT05393,2026-04-27,JRN021,Caller authentication,Authentication,3063,2877,152,34,15,34,62
EVT05394,2026-04-27,JRN021,Intent capture,Speech recognition,2877,2557,263,108,108,57,84
EVT05395,2026-04-27,JRN021,Eligibility or account lookup,Integration,2557,2270,232,30,20,55,99
EVT05396,2026-04-27,JRN021,Self-service resolution,Automation,2270,2041,189,9,16,40,111
EVT05397,2026-04-27,JRN021,Agent transfer,Routing,2041,1859,150,17,15,32,140
EVT05398,2026-04-27,JRN022,Greeting and language,Menu,2847,2774,42,32,95,31,49
EVT05399,2026-04-27,JRN022,Intent capture,Speech recognition,2774,2473,254,124,93,47,51
EVT05400,2026-04-27,JRN022,Eligibility or account lookup,Integration,2473,2184,241,21,15,48,83
EVT05401,2026-04-27,JRN022,Self-service resolution,Automation,2184,1978,184,12,17,22,107
EVT05402,2026-04-27,JRN022,Agent transfer,Routing,1978,1782,186,19,15,10,134
EVT05403,2026-04-27,JRN023,Greeting and language,Menu,1025,1006,14,6,34,5,33
EVT05404,2026-04-27,JRN023,Caller authentication,Authentication,1006,938,51,10,7,17,54
EVT05405,2026-04-27,JRN023,Intent capture,Speech recognition,938,843,87,31,39,8,75
EVT05406,2026-04-27,JRN023,Eligibility or account lookup,Integration,843,748,82,4,3,13,84
EVT05407,2026-04-27,JRN023,Self-service resolution,Automation,748,690,50,6,6,8,109
EVT05408,2026-04-27,JRN023,Agent transfer,Routing,690,613,63,4,3,14,123
EVT05409,2026-04-27,JRN024,Greeting and language,Menu,1087,1013,47,8,33,27,27
EVT05410,2026-04-27,JRN024,Intent capture,Speech recognition,1013,876,120,54,28,17,75
EVT05411,2026-04-27,JRN024,Eligibility or account lookup,Integration,876,757,109,6,3,10,89
EVT05412,2026-04-27,JRN024,Self-service resolution,Automation,757,667,86,8,5,4,100
EVT05413,2026-04-27,JRN024,Agent transfer,Routing,667,583,78,3,3,6,128
EVT05414,2026-04-27,JRN025,Greeting and language,Menu,3443,3208,191,14,110,44,31
EVT05415,2026-04-27,JRN025,Caller authentication,Authentication,3208,2935,247,10,17,26,56
EVT05416,2026-04-27,JRN025,Intent capture,Speech recognition,2935,2516,368,103,83,51,76
EVT05417,2026-04-27,JRN025,Eligibility or account lookup,Integration,2516,2227,270,21,8,19,87
EVT05418,2026-04-27,JRN025,Self-service resolution,Automation,2227,1946,265,19,3,16,122
EVT05419,2026-04-27,JRN025,Agent transfer,Routing,1946,1720,219,12,11,7,128
EVT05420,2026-04-27,JRN026,Greeting and language,Menu,3179,3052,79,31,146,48,35
EVT05421,2026-04-27,JRN026,Caller authentication,Authentication,3052,2941,88,13,12,23,45
EVT05422,2026-04-27,JRN026,Intent capture,Speech recognition,2941,2604,287,120,123,50,76
EVT05423,2026-04-27,JRN026,Eligibility or account lookup,Integration,2604,2362,229,30,3,13,83
EVT05424,2026-04-27,JRN026,Self-service resolution,Automation,2362,2103,211,28,13,48,115
EVT05425,2026-04-27,JRN026,Agent transfer,Routing,2103,1870,194,17,14,39,139
EVT05426,2026-04-27,JRN027,Greeting and language,Menu,4003,3856,98,16,104,49,28
EVT05427,2026-04-27,JRN027,Caller authentication,Authentication,3856,3611,163,12,7,82,65
EVT05428,2026-04-27,JRN027,Intent capture,Speech recognition,3611,3259,329,157,88,23,67
EVT05429,2026-04-27,JRN027,Eligibility or account lookup,Integration,3259,2919,278,16,17,62,75
EVT05430,2026-04-27,JRN027,Self-service resolution,Automation,2919,2684,190,30,13,45,115
EVT05431,2026-04-27,JRN027,Agent transfer,Routing,2684,2419,227,18,19,38,127
EVT05432,2026-04-27,JRN028,Greeting and language,Menu,3100,2945,94,24,75,61,24
EVT05433,2026-04-27,JRN028,Intent capture,Speech recognition,2945,2586,287,124,140,72,69
EVT05434,2026-04-27,JRN028,Eligibility or account lookup,Integration,2586,2311,217,20,18,58,100
EVT05435,2026-04-27,JRN028,Self-service resolution,Automation,2311,2130,160,5,7,21,104
EVT05436,2026-04-27,JRN028,Agent transfer,Routing,2130,1950,158,7,7,22,130
EVT05437,2026-04-27,JRN029,Greeting and language,Menu,1897,1829,28,15,57,40,42
EVT05438,2026-04-27,JRN029,Caller authentication,Authentication,1829,1752,54,12,15,23,69
EVT05439,2026-04-27,JRN029,Intent capture,Speech recognition,1752,1560,156,66,53,36,69
EVT05440,2026-04-27,JRN029,Eligibility or account lookup,Integration,1560,1393,131,11,13,36,97
EVT05441,2026-04-27,JRN029,Self-service resolution,Automation,1393,1263,106,11,9,24,111
EVT05442,2026-04-27,JRN029,Agent transfer,Routing,1263,1154,92,10,5,17,112
EVT05443,2026-04-27,JRN030,Greeting and language,Menu,3591,3324,205,8,104,62,23
EVT05444,2026-04-27,JRN030,Intent capture,Speech recognition,3324,2812,432,132,107,80,61
EVT05445,2026-04-27,JRN030,Eligibility or account lookup,Integration,2812,2404,339,22,25,69,88
EVT05446,2026-04-27,JRN030,Self-service resolution,Automation,2404,2090,267,14,7,47,103
EVT05447,2026-04-27,JRN030,Agent transfer,Routing,2090,1831,245,14,10,14,121
EVT05448,2026-04-27,JRN031,Greeting and language,Menu,1142,1075,41,8,29,26,37
EVT05449,2026-04-27,JRN031,Intent capture,Speech recognition,1075,972,100,69,29,3,58
EVT05450,2026-04-27,JRN031,Eligibility or account lookup,Integration,972,883,80,9,4,9,95
