date,journey_id,offered_calls,contained_calls,transferred_calls,abandoned_calls,repeat_calls_7d,avg_ivr_seconds,avg_agent_handle_seconds,containment_rate,transfer_rate,abandon_rate,no_match_rate,no_input_rate,auth_fail_rate,repeat_call_rate,data_quality_score,tableau_refresh_status
2026-04-15,JRN007,2412,1338,550,312,286,226,529,0.5549,0.2281,0.1296,0.0849,0.0602,0.055,0.1187,77.9,Complete
2026-04-15,JRN008,2387,886,699,272,281,175,568,0.3716,0.2929,0.1142,0.0456,0.0407,0.0246,0.1179,84.1,Complete
2026-04-15,JRN009,2539,862,660,209,324,165,475,0.3396,0.2601,0.0827,0.049,0.0492,0.0625,0.128,82.5,Complete
2026-04-15,JRN010,2137,1061,559,148,281,137,395,0.4968,0.2617,0.0693,0.0685,0.0536,0.0286,0.1315,82.6,Complete
2026-04-15,JRN011,2531,1590,194,165,221,126,529,0.6286,0.0769,0.0652,0.053,0.0665,0.063,0.0874,82.9,Complete
2026-04-15,JRN012,1811,716,507,215,237,196,439,0.3957,0.2804,0.1191,0.065,0.053,0.0792,0.131,78.2,Complete
2026-04-15,JRN013,2696,1483,447,411,339,253,476,0.5504,0.166,0.1525,0.0724,0.0417,0.0693,0.1258,81.0,Complete
2026-04-15,JRN014,2892,1026,705,301,368,127,508,0.3551,0.2438,0.1042,0.0643,0.0531,0.0025,0.1273,82.1,Complete
2026-04-15,JRN015,733,321,126,65,87,157,435,0.4382,0.1728,0.0891,0.0512,0.0633,0.0507,0.12,80.5,Complete
2026-04-15,JRN016,1452,953,183,105,150,186,498,0.6564,0.1266,0.0727,0.063,0.0522,0.0078,0.1037,81.7,Complete
2026-04-15,JRN017,2301,1390,263,197,263,169,419,0.6045,0.1147,0.0856,0.0634,0.046,0.0214,0.1145,84.9,Complete
2026-04-15,JRN018,1331,614,328,148,175,187,498,0.4619,0.2467,0.1117,0.0582,0.0354,0.0613,0.1318,84.3,Complete
2026-04-15,JRN019,3075,1990,414,441,304,204,555,0.6472,0.1348,0.1435,0.0708,0.0582,0.0539,0.0991,81.0,Complete
2026-04-15,JRN020,1069,531,229,95,132,204,449,0.4973,0.2145,0.0892,0.0585,0.0473,0.0799,0.1243,81.5,Complete
2026-04-15,JRN021,3638,1624,600,431,389,190,482,0.4466,0.165,0.1186,0.0564,0.0447,0.0708,0.1072,81.6,Complete
2026-04-15,JRN022,2823,1185,839,249,367,169,499,0.42,0.2973,0.0884,0.0443,0.0409,0.0087,0.1302,87.0,Complete
2026-04-15,JRN023,1081,311,342,74,142,171,481,0.2879,0.3169,0.069,0.0691,0.0553,0.0585,0.1322,80.4,Complete
2026-04-15,JRN024,1068,365,179,156,120,248,453,0.3421,0.1681,0.1467,0.0773,0.0429,0.0101,0.1125,84.9,Complete
2026-04-15,JRN025,3926,2624,391,517,436,262,444,0.6686,0.0997,0.1317,0.0898,0.0341,0.0687,0.1112,80.4,Complete
2026-04-15,JRN026,3669,1255,1148,256,440,133,435,0.3421,0.3129,0.0699,0.0493,0.0341,0.055,0.12,85.0,Complete
2026-04-15,JRN027,3380,1982,756,335,438,139,462,0.5867,0.2239,0.0994,0.0637,0.071,0.0657,0.1297,78.9,Complete
2026-04-15,JRN028,3071,1181,820,181,364,138,468,0.3846,0.2672,0.0593,0.0659,0.0521,0.0174,0.1187,82.7,Complete
2026-04-15,JRN029,1397,665,243,71,174,166,434,0.4766,0.1746,0.0511,0.0568,0.0412,0.0527,0.1249,84.5,Complete
2026-04-15,JRN030,3532,2236,394,592,352,225,475,0.6331,0.1118,0.1678,0.0884,0.0334,0.0288,0.0997,83.8,Complete
2026-04-15,JRN031,1311,827,167,118,116,194,414,0.6312,0.1279,0.0905,0.0426,0.0538,0.0179,0.0889,82.9,Complete
2026-04-15,JRN032,3082,1285,620,230,379,193,471,0.4172,0.2013,0.0749,0.043,0.0327,0.069,0.1233,83.5,Complete
2026-04-15,JRN033,1659,1187,134,166,166,188,478,0.7156,0.0808,0.1006,0.0544,0.0523,0.065,0.1003,83.5,Complete
2026-04-15,JRN034,3032,1179,660,510,430,211,482,0.3891,0.2177,0.1683,0.0847,0.033,0.0744,0.142,81.5,Complete
2026-04-15,JRN035,3554,1594,424,286,408,186,451,0.4486,0.1196,0.0806,0.071,0.0682,0.0564,0.1151,79.5,Late
2026-04-15,JRN036,1656,458,458,268,219,186,524,0.2771,0.2769,0.1624,0.0898,0.056,0.0263,0.1325,78.4,Complete
2026-04-15,JRN037,1403,416,374,217,182,185,541,0.2967,0.2671,0.1548,0.0776,0.0371,0.0788,0.13,77.9,Complete
2026-04-15,JRN038,2868,996,609,237,329,200,503,0.3474,0.2127,0.0828,0.0577,0.0487,0.0147,0.1148,83.5,Complete
2026-04-15,JRN039,779,517,84,62,77,155,489,0.6644,0.1082,0.0806,0.0702,0.057,0.068,0.099,77.5,Late
2026-04-15,JRN040,2991,1116,847,375,445,252,588,0.3733,0.2835,0.1254,0.0903,0.0502,0.0704,0.1488,77.8,Complete
2026-04-15,JRN041,3801,2486,351,274,422,229,440,0.6541,0.0926,0.0722,0.0621,0.0465,0.0502,0.1112,83.4,Complete
2026-04-15,JRN042,2356,857,501,315,281,195,486,0.364,0.2129,0.1337,0.0902,0.0481,0.0181,0.1194,83.0,Complete
2026-04-16,JRN001,3879,2289,698,532,501,219,472,0.5903,0.18,0.1373,0.0934,0.0326,0.0791,0.1293,76.9,Late
2026-04-16,JRN002,925,656,75,96,86,181,480,0.7094,0.0811,0.1043,0.0666,0.0398,0.0253,0.0933,83.5,Complete
2026-04-16,JRN003,717,415,77,119,73,226,551,0.5799,0.1083,0.1663,0.084,0.0556,0.0118,0.1022,79.1,Complete
2026-04-16,JRN004,3066,1527,656,509,391,256,524,0.4981,0.214,0.1663,0.0739,0.0399,0.0519,0.1276,83.9,Complete
2026-04-16,JRN005,694,486,44,49,65,115,449,0.7016,0.0643,0.0713,0.0698,0.052,0.0746,0.0945,79.5,Complete
2026-04-16,JRN006,1565,606,289,126,201,152,405,0.3876,0.1853,0.0806,0.0702,0.054,0.0613,0.1288,82.7,Complete
2026-04-16,JRN007,2052,1138,406,265,238,226,488,0.555,0.1982,0.1296,0.0697,0.0493,0.0755,0.1164,78.3,Complete
2026-04-16,JRN008,2004,719,580,192,272,152,470,0.3592,0.2897,0.0959,0.0538,0.0469,0.003,0.1359,85.3,Complete
2026-04-16,JRN009,2006,598,581,203,272,158,452,0.2981,0.2899,0.1017,0.0662,0.0537,0.0538,0.1359,80.6,Complete
2026-04-16,JRN010,1984,878,519,103,252,135,511,0.4427,0.2616,0.052,0.0448,0.046,0.0154,0.1275,85.4,Complete
2026-04-16,JRN011,2664,1695,246,249,231,184,471,0.6363,0.0924,0.0937,0.0565,0.0638,0.0543,0.0869,83.7,Complete
2026-04-16,JRN012,1494,560,418,155,189,152,438,0.3749,0.2804,0.1038,0.047,0.0336,0.0557,0.1265,83.2,Complete
2026-04-16,JRN013,3045,1541,377,425,321,209,551,0.5062,0.124,0.1398,0.0711,0.053,0.0773,0.1056,78.7,Complete
2026-04-16,JRN014,2995,1027,660,328,356,159,464,0.3432,0.2207,0.1096,0.0654,0.0514,0.0113,0.1192,86.0,Complete
2026-04-16,JRN015,774,334,129,80,80,192,456,0.4318,0.1678,0.1034,0.0684,0.0566,0.0793,0.1041,80.8,Complete
2026-04-16,JRN016,1596,1028,249,97,146,161,443,0.6447,0.1563,0.0611,0.0469,0.0362,0.0079,0.0917,85.7,Complete
2026-04-16,JRN017,2863,1783,351,262,309,142,428,0.6229,0.1229,0.0916,0.0522,0.0361,0.0158,0.1081,84.5,Complete
2026-04-16,JRN018,1496,666,391,121,176,133,495,0.4457,0.2618,0.0809,0.0467,0.0448,0.0708,0.1182,80.6,Complete
2026-04-16,JRN019,3046,2165,382,401,293,200,458,0.7109,0.1256,0.1317,0.0754,0.0631,0.0584,0.0963,79.6,Complete
2026-04-16,JRN020,984,509,211,76,120,144,498,0.5176,0.2154,0.0777,0.046,0.0413,0.0765,0.1221,84.4,Complete
2026-04-16,JRN021,3300,1473,659,317,397,138,486,0.4465,0.1999,0.0963,0.0584,0.0473,0.0737,0.1203,81.6,Complete
2026-04-16,JRN022,3414,1222,1038,235,430,192,510,0.3581,0.3043,0.0691,0.0523,0.0358,0.0253,0.1262,86.1,Complete
2026-04-16,JRN023,1002,279,298,65,133,161,477,0.2787,0.2979,0.0651,0.0545,0.0584,0.061,0.1331,81.9,Complete
2026-04-16,JRN024,1102,396,187,182,114,223,537,0.3599,0.1703,0.1656,0.0768,0.044,0.0164,0.1038,84.7,Complete
2026-04-16,JRN025,3252,2048,326,443,320,260,487,0.63,0.1003,0.1363,0.0904,0.0504,0.0754,0.0985,76.4,Complete
2026-04-16,JRN026,3065,1185,871,259,435,183,422,0.3869,0.2843,0.0847,0.0495,0.0403,0.0799,0.1422,84.8,Complete
2026-04-16,JRN027,3040,2020,661,259,374,105,429,0.6646,0.2176,0.0852,0.0627,0.053,0.057,0.1233,79.9,Complete
2026-04-16,JRN028,2949,901,905,204,443,172,483,0.3057,0.3072,0.0693,0.0693,0.042,0.0132,0.1505,81.9,Complete
2026-04-16,JRN029,1763,865,366,116,214,201,455,0.491,0.2081,0.066,0.0478,0.0422,0.0726,0.1217,82.3,Complete
2026-04-16,JRN030,3304,2032,341,433,395,256,479,0.6151,0.1033,0.1313,0.0973,0.0559,0.017,0.1197,80.6,Complete
2026-04-16,JRN031,919,564,81,65,79,196,477,0.6137,0.0891,0.0714,0.0509,0.0711,0.0192,0.0864,84.9,Complete
2026-04-16,JRN032,3554,1661,786,181,380,155,511,0.4674,0.2212,0.0512,0.047,0.0539,0.0616,0.1072,82.8,Complete
2026-04-16,JRN033,1426,978,193,132,164,169,397,0.6864,0.1357,0.0926,0.0707,0.0351,0.0626,0.1151,83.1,Complete
2026-04-16,JRN034,3157,1405,545,510,363,247,567,0.4453,0.1727,0.1618,0.0879,0.0358,0.0673,0.115,79.9,Late
2026-04-16,JRN035,3232,1610,466,197,328,162,474,0.4982,0.1443,0.0611,0.0509,0.0617,0.0647,0.1016,80.8,Complete
2026-04-16,JRN036,1575,553,397,256,232,217,534,0.3517,0.2523,0.1629,0.0918,0.0414,0.0247,0.1476,80.5,Complete
2026-04-16,JRN037,1586,463,470,205,213,247,561,0.2923,0.2969,0.1293,0.089,0.033,0.0766,0.1344,78.5,Late
2026-04-16,JRN038,2686,1107,739,311,334,156,433,0.4124,0.2752,0.1159,0.0533,0.0503,0.0036,0.1245,83.7,Complete
2026-04-16,JRN039,949,578,76,72,84,173,431,0.6097,0.0801,0.0762,0.0602,0.0642,0.0639,0.089,82.9,Complete
2026-04-16,JRN040,3760,1363,1201,493,511,214,484,0.3626,0.3196,0.1311,0.0881,0.0431,0.0638,0.1362,79.7,Complete
2026-04-16,JRN041,3559,2286,471,206,368,175,485,0.6425,0.1325,0.058,0.0447,0.0498,0.0551,0.1035,83.7,Complete
2026-04-16,JRN042,2472,828,620,408,341,190,515,0.335,0.251,0.1652,0.084,0.0426,0.0014,0.1383,82.1,Complete
2026-04-17,JRN001,3674,2024,627,467,476,255,514,0.551,0.1709,0.1272,0.0793,0.0368,0.0575,0.1297,83.3,Complete
2026-04-17,JRN002,1058,711,96,111,105,133,402,0.6723,0.0914,0.1056,0.0429,0.055,0.0029,0.1,88.1,Complete
2026-04-17,JRN003,592,322,88,90,65,225,534,0.544,0.1489,0.1531,0.096,0.0575,0.0128,0.1109,82.7,Complete
2026-04-17,JRN004,3765,1863,556,506,433,280,529,0.4949,0.1478,0.1346,0.0746,0.0478,0.0584,0.1152,81.1,Complete
2026-04-17,JRN005,655,468,63,56,57,137,429,0.7151,0.0969,0.0856,0.0687,0.0457,0.0576,0.0876,81.9,Complete
2026-04-17,JRN006,1709,789,355,138,218,159,455,0.4622,0.208,0.081,0.0463,0.0503,0.0706,0.1276,84.9,Complete
2026-04-17,JRN007,2235,1220,491,330,308,219,537,0.546,0.2199,0.1477,0.0891,0.0483,0.0506,0.1379,80.0,Complete
2026-04-17,JRN008,2293,711,613,223,268,145,368,0.3101,0.2676,0.0974,0.0471,0.041,0.0193,0.117,85.8,Complete
2026-04-17,JRN009,2190,713,646,168,314,158,486,0.3256,0.2951,0.0768,0.0648,0.042,0.0744,0.1436,81.9,Complete
2026-04-17,JRN010,2124,944,543,193,259,181,441,0.4445,0.2558,0.0913,0.0707,0.0512,0.0209,0.1223,84.2,Complete
2026-04-17,JRN011,2408,1508,334,126,237,159,396,0.6262,0.1388,0.0523,0.0708,0.0705,0.0538,0.0986,81.2,Complete
2026-04-17,JRN012,1611,627,389,154,197,152,516,0.3897,0.2418,0.096,0.0459,0.0367,0.0627,0.1227,81.4,Complete
2026-04-17,JRN013,2991,1553,507,422,360,279,492,0.5193,0.1696,0.1412,0.0793,0.0433,0.0627,0.1205,78.0,Complete
2026-04-17,JRN014,3325,1305,721,261,412,170,499,0.3926,0.2169,0.0787,0.0682,0.0392,0.0161,0.124,84.8,Complete
2026-04-17,JRN015,824,380,132,88,94,191,456,0.4623,0.1603,0.1072,0.0469,0.07,0.0501,0.1152,82.6,Complete
2026-04-17,JRN016,1327,884,165,110,115,215,381,0.6664,0.1246,0.0834,0.0525,0.0394,0.0296,0.0867,86.5,Complete
2026-04-17,JRN017,2822,1898,445,309,320,153,452,0.6727,0.158,0.1097,0.0635,0.0404,0.0213,0.1137,84.5,Complete
2026-04-17,JRN018,1675,792,363,161,181,161,450,0.4732,0.2173,0.0965,0.0686,0.0407,0.0712,0.1085,80.5,Complete
2026-04-17,JRN019,3185,2090,463,493,371,226,466,0.6563,0.1455,0.1548,0.0728,0.0508,0.0528,0.1168,78.5,Late
2026-04-17,JRN020,1105,584,244,63,131,188,437,0.5289,0.2213,0.0575,0.0538,0.0486,0.065,0.1193,81.0,Complete
2026-04-17,JRN021,3420,1645,481,344,335,110,457,0.4812,0.1406,0.1008,0.0649,0.0515,0.0581,0.0981,83.7,Complete
2026-04-17,JRN022,2311,813,747,125,311,144,491,0.3522,0.3234,0.0544,0.0642,0.042,0.0125,0.1349,85.8,Complete
2026-04-17,JRN023,1180,377,318,89,158,185,511,0.3202,0.2697,0.0755,0.0474,0.0528,0.0725,0.1346,80.2,Complete
2026-04-17,JRN024,1391,522,318,180,166,231,523,0.3757,0.2289,0.1299,0.0871,0.0339,0.0026,0.1198,84.5,Complete
2026-04-17,JRN025,2906,1746,208,488,269,237,508,0.6009,0.0716,0.168,0.088,0.0509,0.0513,0.0928,79.4,Complete
2026-04-17,JRN026,2853,1032,855,239,372,159,503,0.3619,0.3,0.0841,0.0591,0.0401,0.0705,0.1304,82.6,Complete
2026-04-17,JRN027,3288,2192,717,365,405,181,475,0.6668,0.2181,0.1113,0.0411,0.0689,0.0621,0.1235,84.0,Complete
2026-04-17,JRN028,3038,1050,955,254,441,121,475,0.3458,0.3146,0.0838,0.0485,0.0428,0.0206,0.1453,87.7,Complete
2026-04-17,JRN029,1560,740,321,139,176,124,408,0.475,0.2064,0.0893,0.0701,0.0497,0.0703,0.113,78.8,Complete
2026-04-17,JRN030,3680,2386,614,538,427,196,476,0.6485,0.1669,0.1464,0.0878,0.0488,0.003,0.1161,80.3,Complete
2026-04-17,JRN031,1302,875,83,94,129,127,373,0.6725,0.0642,0.0724,0.0436,0.068,0.0299,0.0996,81.3,Complete
2026-04-17,JRN032,3254,1420,705,198,335,169,467,0.4364,0.2168,0.061,0.0461,0.0547,0.071,0.103,80.0,Complete
2026-04-17,JRN033,1370,934,167,143,161,188,427,0.6822,0.1223,0.105,0.0695,0.0481,0.07,0.1176,79.0,Complete
2026-04-17,JRN034,2478,959,474,412,310,228,463,0.3871,0.1913,0.1666,0.0699,0.0402,0.0773,0.1254,79.2,Complete
2026-04-17,JRN035,2674,1196,327,147,299,169,439,0.4473,0.1224,0.055,0.0512,0.0622,0.0556,0.1119,82.9,Complete
2026-04-17,JRN036,1517,459,424,210,209,232,462,0.3032,0.2796,0.139,0.0857,0.0366,0.0116,0.138,80.5,Complete
2026-04-17,JRN037,1960,560,500,245,259,263,533,0.2862,0.2555,0.1254,0.0936,0.0396,0.0745,0.1323,80.4,Complete
2026-04-17,JRN038,3439,1281,908,389,449,151,447,0.3725,0.2643,0.1132,0.0658,0.0328,0.0096,0.1307,83.1,Complete
2026-04-17,JRN039,866,528,84,102,84,145,501,0.6104,0.0974,0.1185,0.0428,0.0674,0.0546,0.0975,83.8,Complete
2026-04-17,JRN040,2850,1157,953,455,464,247,522,0.4062,0.3346,0.1599,0.0937,0.0495,0.059,0.1629,81.1,Complete
2026-04-17,JRN041,3278,1998,374,221,351,177,441,0.6096,0.1144,0.0676,0.0432,0.0494,0.0585,0.1071,85.4,Complete
2026-04-17,JRN042,2132,742,546,349,287,200,505,0.3481,0.2564,0.164,0.0696,0.0544,0.0091,0.135,83.2,Complete
2026-04-18,JRN001,2721,1587,388,419,327,222,530,0.5834,0.1427,0.1543,0.0789,0.0525,0.0531,0.1205,77.8,Complete
2026-04-18,JRN002,724,496,36,65,62,141,479,0.6861,0.05,0.091,0.0552,0.0547,0.0035,0.0867,86.4,Complete
2026-04-18,JRN003,568,298,75,78,68,211,560,0.5257,0.1328,0.1386,0.0859,0.0521,0.0224,0.1207,83.1,Complete
2026-04-18,JRN004,2738,1308,559,389,314,257,552,0.4777,0.2043,0.1422,0.087,0.0427,0.0503,0.1149,78.2,Complete
2026-04-18,JRN005,324,216,30,17,33,130,446,0.6692,0.0956,0.0543,0.0588,0.0412,0.08,0.1022,82.3,Complete
2026-04-18,JRN006,1252,554,268,124,158,169,424,0.4432,0.2144,0.0992,0.0532,0.0488,0.0618,0.1263,84.5,Complete
2026-04-18,JRN007,1726,990,368,274,232,205,516,0.5737,0.2136,0.1589,0.0742,0.0638,0.0535,0.1347,80.1,Complete
2026-04-18,JRN008,1669,552,435,168,226,167,483,0.3313,0.2607,0.1009,0.0606,0.0341,0.0077,0.1357,86.3,Complete
2026-04-18,JRN009,1777,684,508,153,214,161,457,0.3849,0.2861,0.0862,0.0424,0.0547,0.0771,0.1206,82.2,Complete
2026-04-18,JRN010,1384,628,437,131,197,165,483,0.4542,0.3158,0.0949,0.0592,0.0443,0.0206,0.143,85.9,Complete
2026-04-18,JRN011,2049,1217,226,157,199,150,450,0.5941,0.1106,0.0766,0.0493,0.0655,0.0627,0.0973,83.3,Complete
2026-04-18,JRN012,1608,619,447,169,222,161,526,0.385,0.2781,0.1054,0.0692,0.0354,0.0561,0.1383,81.3,Complete
2026-04-18,JRN013,2101,1122,291,278,235,207,534,0.5343,0.1388,0.1324,0.0926,0.0396,0.0736,0.1122,79.9,Complete
2026-04-18,JRN014,2467,951,531,221,254,162,440,0.3856,0.2155,0.0898,0.0437,0.0538,0.0233,0.1032,86.8,Complete
2026-04-18,JRN015,727,366,139,58,89,163,492,0.5047,0.1918,0.0806,0.0568,0.069,0.0677,0.123,80.0,Complete
2026-04-18,JRN016,1242,812,144,67,105,168,404,0.6544,0.116,0.0545,0.0424,0.0396,0.0226,0.0849,84.4,Complete
2026-04-18,JRN017,1503,962,199,130,140,143,431,0.6402,0.1325,0.0867,0.0616,0.0491,0.0197,0.0934,81.6,Complete
2026-04-18,JRN018,1213,597,274,133,145,149,501,0.4925,0.2259,0.11,0.0613,0.042,0.0637,0.1199,83.0,Complete
2026-04-18,JRN019,2731,1908,463,369,349,226,540,0.6987,0.1697,0.1353,0.0871,0.0501,0.0592,0.128,81.4,Complete
2026-04-18,JRN020,645,302,107,48,73,222,467,0.4686,0.1666,0.0759,0.0435,0.0389,0.0779,0.1137,82.2,Complete
2026-04-18,JRN021,2842,1272,514,299,291,157,465,0.4478,0.181,0.1055,0.057,0.035,0.0504,0.1025,83.8,Complete
2026-04-18,JRN022,2141,824,670,202,324,157,471,0.3851,0.3132,0.0947,0.0608,0.0541,0.03,0.1515,83.1,Complete
2026-04-18,JRN023,984,338,320,56,122,211,460,0.3437,0.3253,0.0579,0.052,0.0512,0.0606,0.124,80.0,Complete
2026-04-18,JRN024,841,308,178,136,109,227,520,0.3664,0.2125,0.1624,0.0935,0.0526,0.0087,0.1297,80.4,Complete
2026-04-18,JRN025,2084,1424,250,308,257,272,509,0.6836,0.1201,0.1482,0.0948,0.0544,0.0768,0.1235,77.6,Complete
2026-04-18,JRN026,2494,867,724,205,304,113,463,0.3476,0.2905,0.0825,0.0531,0.0322,0.0629,0.1222,83.8,Complete
2026-04-18,JRN027,2960,1918,516,284,325,164,449,0.6483,0.1745,0.0962,0.0522,0.0567,0.0768,0.11,80.4,Complete
2026-04-18,JRN028,3408,1150,878,284,372,152,492,0.3375,0.2578,0.0836,0.0412,0.0532,0.0213,0.1093,85.6,Complete
2026-04-18,JRN029,1440,728,328,134,180,172,461,0.506,0.2284,0.0932,0.0705,0.0349,0.0647,0.1252,80.3,Complete
2026-04-18,JRN030,2632,1669,339,414,334,230,488,0.6342,0.129,0.1577,0.0903,0.0518,0.0039,0.1269,82.4,Complete
2026-04-18,JRN031,1083,663,130,75,102,160,488,0.6127,0.1201,0.0693,0.0589,0.0482,0.0144,0.0943,83.6,Complete
2026-04-18,JRN032,2600,1192,499,162,297,139,482,0.4586,0.1921,0.0627,0.0445,0.0383,0.071,0.1146,82.0,Complete
2026-04-18,JRN033,1330,946,113,150,121,187,447,0.712,0.0852,0.1135,0.0599,0.0356,0.0536,0.0916,84.8,Complete
2026-04-18,JRN034,2331,859,384,382,304,239,548,0.3686,0.165,0.1639,0.0794,0.0446,0.071,0.1307,81.9,Complete
2026-04-18,JRN035,2159,936,275,199,202,171,509,0.4339,0.1275,0.0924,0.0623,0.0539,0.0769,0.0939,81.3,Complete
2026-04-18,JRN036,1215,358,300,185,155,254,556,0.2947,0.2476,0.1523,0.0809,0.0381,0.0147,0.1276,81.9,Complete
2026-04-18,JRN037,1385,367,422,219,191,221,516,0.2655,0.3047,0.1584,0.0857,0.0465,0.0571,0.1383,81.7,Complete
2026-04-18,JRN038,2236,902,568,171,270,150,478,0.4037,0.2541,0.0768,0.07,0.0532,0.0245,0.1209,80.2,Complete
2026-04-18,JRN039,715,453,93,70,74,148,504,0.6337,0.1303,0.099,0.0456,0.0511,0.0625,0.1046,81.1,Complete
2026-04-18,JRN040,2391,933,703,338,341,176,515,0.3904,0.2943,0.1415,0.0869,0.0348,0.0631,0.1429,78.6,Late
2026-04-18,JRN041,2652,1572,416,139,295,230,418,0.5931,0.1569,0.0527,0.0702,0.0366,0.0744,0.1115,83.1,Complete
2026-04-18,JRN042,1850,663,437,278,213,196,499,0.3584,0.2366,0.1503,0.0797,0.0466,0.0062,0.1152,85.3,Complete
2026-04-19,JRN001,2911,1619,522,397,327,223,520,0.5563,0.1794,0.1366,0.0936,0.0391,0.0581,0.1125,80.5,Complete
2026-04-19,JRN002,949,691,94,83,101,169,451,0.7286,0.0999,0.0875,0.045,0.053,0.0015,0.1067,87.8,Complete
2026-04-19,JRN003,510,307,65,85,64,200,477,0.6025,0.1277,0.1676,0.0945,0.0543,0.004,0.1264,80.4,Complete
2026-04-19,JRN004,3860,1686,663,609,468,269,449,0.4369,0.1719,0.1579,0.0764,0.0381,0.0505,0.1214,81.1,Complete
2026-04-19,JRN005,485,344,31,37,41,129,462,0.7111,0.065,0.0782,0.0591,0.0369,0.0633,0.0852,80.7,Complete
2026-04-19,JRN006,1393,577,258,150,155,121,480,0.4146,0.1852,0.1078,0.054,0.0356,0.0644,0.1114,84.6,Complete
2026-04-19,JRN007,1097,566,205,152,127,213,537,0.5162,0.1877,0.139,0.0946,0.0676,0.0706,0.1165,77.1,Complete
2026-04-19,JRN008,1890,641,583,153,254,159,483,0.3392,0.3087,0.0812,0.0635,0.0323,0.003,0.1348,83.8,Complete
2026-04-19,JRN009,1751,641,453,205,238,158,409,0.3663,0.2587,0.1172,0.059,0.051,0.0503,0.136,80.5,Complete
2026-04-19,JRN010,1311,568,343,110,170,159,519,0.4336,0.2617,0.0842,0.0678,0.0516,0.0092,0.1301,84.6,Complete
2026-04-19,JRN011,1877,1099,206,102,175,163,459,0.586,0.1101,0.0546,0.0676,0.058,0.05,0.0936,81.7,Complete
2026-04-19,JRN012,1520,562,420,160,199,184,474,0.3698,0.2765,0.1058,0.0616,0.0492,0.077,0.1312,78.5,Complete
2026-04-19,JRN013,2436,1238,408,313,264,241,527,0.5084,0.1677,0.1288,0.0693,0.0356,0.0629,0.1085,79.7,Complete
2026-04-19,JRN014,2868,1090,593,328,306,191,431,0.3802,0.2071,0.1144,0.0491,0.044,0.0111,0.107,84.1,Complete
2026-04-19,JRN015,828,404,121,67,94,116,487,0.489,0.1473,0.0817,0.0544,0.0671,0.0793,0.1139,79.0,Late
2026-04-19,JRN016,1270,835,134,107,139,129,423,0.6581,0.1059,0.0845,0.0516,0.0439,0.0144,0.1098,87.0,Complete
2026-04-19,JRN017,2698,1722,349,267,240,137,447,0.6385,0.1295,0.0992,0.0558,0.0449,0.0069,0.0891,83.7,Complete
2026-04-19,JRN018,1057,536,227,83,118,152,471,0.508,0.2154,0.0789,0.0519,0.0369,0.0755,0.1124,84.5,Complete
2026-04-19,JRN019,2613,1856,416,343,337,222,488,0.7104,0.1595,0.1313,0.0818,0.068,0.0665,0.1291,79.6,Complete
2026-04-19,JRN020,809,370,168,45,85,190,496,0.4576,0.2087,0.0564,0.063,0.0487,0.0627,0.1057,81.5,Complete
2026-04-19,JRN021,2474,1029,353,212,265,153,439,0.4162,0.1429,0.086,0.0414,0.0519,0.0625,0.1072,83.1,Complete
2026-04-19,JRN022,2205,931,709,181,277,186,500,0.4224,0.3219,0.0825,0.0543,0.0475,0.0004,0.126,84.9,Complete
2026-04-19,JRN023,882,274,257,81,118,176,468,0.3107,0.2917,0.0927,0.0546,0.0651,0.0577,0.1341,79.2,Complete
2026-04-19,JRN024,919,316,175,154,111,255,426,0.3443,0.1914,0.1678,0.0903,0.0416,0.0017,0.1218,81.9,Complete
2026-04-19,JRN025,3315,2131,327,474,336,250,500,0.643,0.0987,0.1432,0.0794,0.0333,0.0611,0.1015,81.7,Complete
2026-04-19,JRN026,2644,1078,765,160,301,174,465,0.4081,0.2895,0.0608,0.0459,0.0346,0.0564,0.1139,85.7,Complete
2026-04-19,JRN027,3195,1874,629,246,342,157,429,0.5867,0.1969,0.077,0.0706,0.0596,0.0514,0.1072,79.3,Complete
2026-04-19,JRN028,3282,1125,886,221,399,179,449,0.343,0.27,0.0676,0.0517,0.0351,0.0202,0.1218,85.4,Complete
2026-04-19,JRN029,1472,761,287,131,142,157,402,0.5176,0.1954,0.0891,0.0421,0.0359,0.0705,0.0968,85.1,Complete
2026-04-19,JRN030,2121,1237,315,278,278,205,481,0.5834,0.1487,0.1313,0.0896,0.0558,0.015,0.1315,79.5,Complete
2026-04-19,JRN031,964,640,123,49,114,171,385,0.6641,0.1278,0.0518,0.0624,0.0644,0.0072,0.1184,82.9,Complete
2026-04-19,JRN032,1886,909,350,95,233,190,438,0.4825,0.1858,0.0507,0.064,0.0394,0.076,0.124,81.5,Complete
2026-04-19,JRN033,1189,788,133,108,129,179,515,0.6631,0.1124,0.0909,0.0431,0.0491,0.0638,0.1086,83.4,Complete
2026-04-19,JRN034,2067,930,448,348,257,207,481,0.4502,0.2168,0.1687,0.0826,0.0407,0.0586,0.1246,80.6,Complete
2026-04-19,JRN035,1809,818,195,124,150,164,466,0.4522,0.1078,0.0686,0.0545,0.0691,0.0797,0.0833,78.6,Complete
2026-04-19,JRN036,1206,385,288,156,147,253,482,0.3195,0.2388,0.1297,0.0793,0.0457,0.0256,0.122,82.7,Complete
2026-04-19,JRN037,1137,348,290,151,146,237,512,0.3066,0.2556,0.1331,0.0713,0.055,0.0619,0.1288,81.1,Complete
